! CMT, S5065, 17017441, 22.3.2/2
! Date: 2022-08-18 오후 4:28:15
! Stimulus(Hz),    S11(dB),           S12(dB),           S21(dB),           S22(dB)
1.06088997278E+06,-2.45318716840E-02,-3.11747658866E+01,-3.11862518694E+01,-3.26962314353E-02
1.08084112191E+06,-2.75188422753E-02,-3.09444160310E+01,-3.09507638569E+01,-3.23179507927E-02
1.10116747333E+06,-2.90830229072E-02,-3.06938706152E+01,-3.06950899624E+01,-3.47420935032E-02
1.12187608312E+06,-3.08747348378E-02,-3.04353312542E+01,-3.04227696004E+01,-3.70732482132E-02
1.14297414004E+06,-3.23550550262E-02,-3.01813571689E+01,-3.01894111563E+01,-3.81792910529E-02
1.16446896807E+06,-3.64293036222E-02,-2.98921712051E+01,-2.99184335449E+01,-4.17055994992E-02
1.18636802889E+06,-3.76311709643E-02,-2.96214933976E+01,-2.96317655274E+01,-4.44549762648E-02
1.20867892452E+06,-4.05746933062E-02,-2.93462917517E+01,-2.93637572505E+01,-4.62254961954E-02
1.23140939996E+06,-4.25232815278E-02,-2.90559270410E+01,-2.90779542092E+01,-5.03891704801E-02
1.25456734585E+06,-4.69749810032E-02,-2.87599353915E+01,-2.87594831686E+01,-5.73204504484E-02
1.27816080120E+06,-5.29161233250E-02,-2.84389967140E+01,-2.84510809608E+01,-6.11415532388E-02
1.30219795624E+06,-5.88000285206E-02,-2.81056222646E+01,-2.81175872147E+01,-6.69616349030E-02
1.32668715520E+06,-6.45982632996E-02,-2.77640987985E+01,-2.77896479594E+01,-7.67893378285E-02
1.35163689924E+06,-7.36384180188E-02,-2.74070559892E+01,-2.74270786650E+01,-8.31441213154E-02
1.37705584940E+06,-8.25082085302E-02,-2.70491083795E+01,-2.70703586563E+01,-9.58398565199E-02
1.40295282959E+06,-9.57094428109E-02,-2.66823108645E+01,-2.66956507752E+01,-1.10126469777E-01
1.42933682967E+06,-1.10592116884E-01,-2.62974641085E+01,-2.63016263611E+01,-1.25137367367E-01
1.45621700855E+06,-1.29470155981E-01,-2.58823115629E+01,-2.59061426129E+01,-1.43039583090E-01
1.48360269740E+06,-1.53600683240E-01,-2.54907160518E+01,-2.54983898473E+01,-1.66542664852E-01
1.51150340287E+06,-1.81325982226E-01,-2.50817641859E+01,-2.51071447913E+01,-1.96143332075E-01
1.53992881038E+06,-2.14660057968E-01,-2.46979896440E+01,-2.47135977692E+01,-2.32823468730E-01
1.56888878750E+06,-2.56745321585E-01,-2.43428871064E+01,-2.43547249164E+01,-2.76174144973E-01
1.59839338738E+06,-3.01026777364E-01,-2.40303953191E+01,-2.40520326466E+01,-3.22210658924E-01
1.62845285222E+06,-3.49557410102E-01,-2.38283044617E+01,-2.38355596206E+01,-3.75052170785E-01
1.65907761684E+06,-3.93222514978E-01,-2.37178899491E+01,-2.37462555150E+01,-4.24936398740E-01
1.69027831229E+06,-4.32177557989E-01,-2.37964590499E+01,-2.38099529305E+01,-4.65820886892E-01
1.72206576956E+06,-4.55583461760E-01,-2.40485015800E+01,-2.40680928909E+01,-4.91329476183E-01
1.75445102331E+06,-4.60446895029E-01,-2.45018808917E+01,-2.45293506222E+01,-4.96258572912E-01
1.78744531575E+06,-4.46130178027E-01,-2.51452324533E+01,-2.51484655124E+01,-4.81807984537E-01
1.82106010047E+06,-4.20356203713E-01,-2.58978134874E+01,-2.59198853683E+01,-4.53328208876E-01
1.85530704650E+06,-3.86142961515E-01,-2.67722793788E+01,-2.68031451698E+01,-4.16607920401E-01
1.89019804228E+06,-3.48017052355E-01,-2.77131746687E+01,-2.77098173238E+01,-3.77807103314E-01
1.92574519984E+06,-3.14102341522E-01,-2.86346943436E+01,-2.86590150515E+01,-3.40355598608E-01
1.96196085901E+06,-2.81746374311E-01,-2.95632987987E+01,-2.95822458426E+01,-3.06520529671E-01
1.99885759164E+06,-2.54909504917E-01,-3.04244832585E+01,-3.04233465570E+01,-2.76121572863E-01
2.03644820605E+06,-2.31629312215E-01,-3.11622446228E+01,-3.11942439834E+01,-2.49998028159E-01
2.07474575141E+06,-2.09709156043E-01,-3.18479873971E+01,-3.18691516206E+01,-2.28461379898E-01
2.11376352229E+06,-1.91367919281E-01,-3.23749182453E+01,-3.24067507957E+01,-2.08983737791E-01
2.15351506329E+06,-1.76765145253E-01,-3.28073401289E+01,-3.28072912965E+01,-1.94153656830E-01
2.19401417374E+06,-1.63178714906E-01,-3.30559935879E+01,-3.30583789769E+01,-1.79568474498E-01
2.23527491245E+06,-1.52517546119E-01,-3.32100443088E+01,-3.32214253584E+01,-1.68325153409E-01
2.27731160265E+06,-1.44332752835E-01,-3.32349132662E+01,-3.32411609806E+01,-1.58203703477E-01
2.32013883691E+06,-1.34853656728E-01,-3.31660816331E+01,-3.31962942381E+01,-1.48380672090E-01
2.36377148226E+06,-1.28564575957E-01,-3.30512236964E+01,-3.30746849571E+01,-1.41162996647E-01
2.40822468528E+06,-1.23721162594E-01,-3.28508932542E+01,-3.28761455269E+01,-1.34694260436E-01
2.45351387743E+06,-1.17212941163E-01,-3.26058844958E+01,-3.26555399314E+01,-1.28819380046E-01
2.49965478036E+06,-1.12124869442E-01,-3.23852441485E+01,-3.24245373243E+01,-1.24334979767E-01
2.54666341139E+06,-1.08875652966E-01,-3.21453647502E+01,-3.21589622982E+01,-1.18421839357E-01
2.59455608905E+06,-1.05106072548E-01,-3.18777396064E+01,-3.18988437056E+01,-1.16067381611E-01
2.64334943877E+06,-1.01170843990E-01,-3.15964601206E+01,-3.15820080388E+01,-1.11895558385E-01
2.69306039863E+06,-9.83941910651E-02,-3.13091367581E+01,-3.13378324190E+01,-1.09394414582E-01
2.74370622524E+06,-9.70848588302E-02,-3.10325177013E+01,-3.10473408291E+01,-1.06849814903E-01
2.79530449978E+06,-9.40643279584E-02,-3.07417999570E+01,-3.07748116820E+01,-1.06004059597E-01
2.84787313400E+06,-9.17531573085E-02,-3.04954613792E+01,-3.05009047757E+01,-1.03202451891E-01
2.90143037655E+06,-9.08579633357E-02,-3.02282281537E+01,-3.02506667698E+01,-1.01555100664E-01
2.95599481925E+06,-8.78413112838E-02,-2.99739248366E+01,-2.99771569525E+01,-1.00646246933E-01
3.01158540354E+06,-8.78712557531E-02,-2.97042830628E+01,-2.97172505390E+01,-9.96716456407E-02
3.06822142711E+06,-8.82049151199E-02,-2.94480712997E+01,-2.94739067534E+01,-9.89346980406E-02
3.12592255052E+06,-8.63523470395E-02,-2.92051853457E+01,-2.92279726535E+01,-9.66588347945E-02
3.18470880411E+06,-8.58426912412E-02,-2.89535372760E+01,-2.89854493931E+01,-9.51710332705E-02
3.24460059488E+06,-8.60113440618E-02,-2.87216253881E+01,-2.87450046000E+01,-9.69328364666E-02
3.30561871362E+06,-8.45029295096E-02,-2.84987221119E+01,-2.85154085869E+01,-9.60216587307E-02
3.36778434211E+06,-8.43736277425E-02,-2.82622309621E+01,-2.82909325323E+01,-9.71219701701E-02
3.43111906047E+06,-8.42203720617E-02,-2.80306945878E+01,-2.80657629246E+01,-9.57615340427E-02
3.49564485467E+06,-8.40360948541E-02,-2.78094916584E+01,-2.78403866894E+01,-9.52100269201E-02
3.56138412413E+06,-8.37057200552E-02,-2.75942230310E+01,-2.76199898032E+01,-9.54916004829E-02
3.62835968954E+06,-8.41879906990E-02,-2.73701292442E+01,-2.73954688684E+01,-9.53735086994E-02
3.69659480073E+06,-8.54031006621E-02,-2.71693016863E+01,-2.71872707129E+01,-9.66744913593E-02
3.76611314479E+06,-8.43045369735E-02,-2.69597425032E+01,-2.69882496215E+01,-9.52802409296E-02
3.83693885425E+06,-8.35970001847E-02,-2.67519208906E+01,-2.67726576003E+01,-9.58582588485E-02
3.90909651550E+06,-8.56657305853E-02,-2.65504739137E+01,-2.65828623007E+01,-9.60451922668E-02
3.98261117728E+06,-8.60435420903E-02,-2.63439197266E+01,-2.63682999219E+01,-9.71439737543E-02
4.05750835941E+06,-8.66516446199E-02,-2.61501332080E+01,-2.61671631506E+01,-9.94444040476E-02
4.13381406165E+06,-8.60935121939E-02,-2.59392195894E+01,-2.59733126538E+01,-9.81420708096E-02
4.21155477268E+06,-8.67107314454E-02,-2.57537367363E+01,-2.57782001600E+01,-9.90019713491E-02
4.29075747936E+06,-8.88492130915E-02,-2.55597532406E+01,-2.55792678635E+01,-9.99862899436E-02
4.37144967604E+06,-9.00291110812E-02,-2.53640770486E+01,-2.53838398021E+01,-1.00853838332E-01
4.45365937415E+06,-9.11215168709E-02,-2.51705740156E+01,-2.51893002627E+01,-1.02987760214E-01
4.53741511189E+06,-9.06527582977E-02,-2.49757870637E+01,-2.50163906334E+01,-1.03016704600E-01
4.62274596417E+06,-9.24905598354E-02,-2.48081022014E+01,-2.48219491765E+01,-1.04833824513E-01
4.70968155267E+06,-9.26106563999E-02,-2.46094470741E+01,-2.46330335714E+01,-1.04747316897E-01
4.79825205613E+06,-9.30106125082E-02,-2.44196674485E+01,-2.44442861653E+01,-1.06517723973E-01
4.88848822084E+06,-9.55260366316E-02,-2.42400867437E+01,-2.42651387540E+01,-1.06624836594E-01
4.98042137131E+06,-9.60346877801E-02,-2.40568419028E+01,-2.40845745879E+01,-1.09793600960E-01
5.07408342114E+06,-9.76444986282E-02,-2.38713141764E+01,-2.39112369213E+01,-1.09524475340E-01
5.16950688410E+06,-9.80152169142E-02,-2.37074185311E+01,-2.37186102610E+01,-1.11540232399E-01
5.26672488541E+06,-1.00725705976E-01,-2.35245825242E+01,-2.35392852964E+01,-1.12865790930E-01
5.36577117324E+06,-1.03240280002E-01,-2.33390379837E+01,-2.33573474153E+01,-1.13193568119E-01
5.46668013045E+06,-1.05309579909E-01,-2.31482512141E+01,-2.31810716519E+01,-1.15181028582E-01
5.56948678648E+06,-1.05986599490E-01,-2.29708125256E+01,-2.29983604995E+01,-1.17173184440E-01
5.67422682955E+06,-1.06716599216E-01,-2.27966544199E+01,-2.28281489159E+01,-1.17694169407E-01
5.78093661903E+06,-1.07446116519E-01,-2.26188086617E+01,-2.26526553817E+01,-1.20530356041E-01
5.88965319808E+06,-1.09927886599E-01,-2.24534590761E+01,-2.24775276913E+01,-1.22193629449E-01
6.00041430647E+06,-1.12531659417E-01,-2.22790035952E+01,-2.22982123557E+01,-1.23686477288E-01
6.11325839373E+06,-1.15287059243E-01,-2.21024211237E+01,-2.21195137631E+01,-1.25151675363E-01
6.22822463245E+06,-1.16484047591E-01,-2.19256895842E+01,-2.19530546283E+01,-1.27469394486E-01
6.34535293193E+06,-1.17347129017E-01,-2.17613995527E+01,-2.17863012887E+01,-1.30718815558E-01
6.46468395198E+06,-1.21031670628E-01,-2.15905852900E+01,-2.16117170493E+01,-1.32647919844E-01
6.58625911707E+06,-1.22910507551E-01,-2.14164324171E+01,-2.14435885477E+01,-1.35276456491E-01
6.71012063072E+06,-1.25989596659E-01,-2.12468768055E+01,-2.12751448501E+01,-1.35666247805E-01
6.83631149009E+06,-1.28574704371E-01,-2.10808933339E+01,-2.11005378836E+01,-1.38373435067E-01
6.96487550099E+06,-1.31299184129E-01,-2.09063893033E+01,-2.09361598761E+01,-1.41198669761E-01
7.09585729302E+06,-1.37298220377E-01,-2.07430886099E+01,-2.07665516888E+01,-1.43647750565E-01
7.22930233508E+06,-1.44053242719E-01,-2.05707978166E+01,-2.05852123357E+01,-1.46385840193E-01
7.36525695118E+06,-1.47751517552E-01,-2.03883619959E+01,-2.04114943600E+01,-1.49532077651E-01
7.50376833650E+06,-1.49982835314E-01,-2.02082873038E+01,-2.02281008411E+01,-1.53328251442E-01
7.64488457376E+06,-1.55952985612E-01,-2.00322434873E+01,-2.00724400968E+01,-1.54927214046E-01
7.78865464993E+06,-1.58749052121E-01,-1.98577061368E+01,-1.98862634961E+01,-1.58022101791E-01
7.93512847324E+06,-1.57047628889E-01,-1.96966100498E+01,-1.97043570513E+01,-1.58714798772E-01
8.08435689049E+06,-1.58430336716E-01,-1.95066158804E+01,-1.95380857098E+01,-1.63493571229E-01
8.23639170472E+06,-1.60611277119E-01,-1.93297882059E+01,-1.93685996937E+01,-1.64475330364E-01
8.39128569315E+06,-1.61980561384E-01,-1.91753576663E+01,-1.91980806865E+01,-1.67718051121E-01
8.54909262557E+06,-1.66205806726E-01,-1.90109806458E+01,-1.90300247573E+01,-1.71999579545E-01
8.70986728294E+06,-1.68220784987E-01,-1.88438651026E+01,-1.88598190761E+01,-1.74116603486E-01
8.87366547644E+06,-1.72629050029E-01,-1.86836741596E+01,-1.86960079695E+01,-1.77544847804E-01
9.04054406684E+06,-1.76689470406E-01,-1.85128690505E+01,-1.85310225882E+01,-1.82068756855E-01
9.21056098425E+06,-1.81015907945E-01,-1.83424177026E+01,-1.83626070015E+01,-1.87054847643E-01
9.38377524818E+06,-1.82560902614E-01,-1.81777997248E+01,-1.81916671238E+01,-1.87464695614E-01
9.56024698809E+06,-1.87777991266E-01,-1.80090280344E+01,-1.80235485309E+01,-1.92307471861E-01
9.74003746425E+06,-1.91336412322E-01,-1.78398284444E+01,-1.78594082060E+01,-1.95412298610E-01
9.92320908897E+06,-1.96972255362E-01,-1.76748819142E+01,-1.76969649303E+01,-2.01407633317E-01
1.01098254483E+07,-2.00794787336E-01,-1.75108605227E+01,-1.75261031881E+01,-2.04248532798E-01
1.02999513241E+07,-2.06236800306E-01,-1.73416328439E+01,-1.73594275458E+01,-2.08222729279E-01
1.04936527164E+07,-2.10057861293E-01,-1.71727162440E+01,-1.71924927287E+01,-2.12148552946E-01
1.06909968667E+07,-2.15259954248E-01,-1.70139902227E+01,-1.70277078108E+01,-2.16721820918E-01
1.08920522809E+07,-2.20510555350E-01,-1.68406502470E+01,-1.68605444311E+01,-2.21697553272E-01
1.10968887530E+07,-2.25949381342E-01,-1.66762377890E+01,-1.66929814355E+01,-2.25895173031E-01
1.13055773899E+07,-2.32243117092E-01,-1.65142516044E+01,-1.65274675775E+01,-2.29855986413E-01
1.15181906357E+07,-2.39857440696E-01,-1.63517951690E+01,-1.63651267216E+01,-2.37477632040E-01
1.17348022966E+07,-2.44560813128E-01,-1.61813689173E+01,-1.61952808170E+01,-2.42044712373E-01
1.19554875671E+07,-2.50535516726E-01,-1.60116624338E+01,-1.60272605939E+01,-2.47759757028E-01
1.21803230557E+07,-2.57085816934E-01,-1.58474307933E+01,-1.58628317323E+01,-2.53898790252E-01
1.24093868115E+07,-2.63343273306E-01,-1.56751545034E+01,-1.56923031920E+01,-2.60089321872E-01
1.26427583516E+07,-2.71861145975E-01,-1.55102895840E+01,-1.55291203611E+01,-2.65680504833E-01
1.28805186885E+07,-2.77339513330E-01,-1.53407112006E+01,-1.53579066413E+01,-2.72087755890E-01
1.31227503579E+07,-2.85868505561E-01,-1.51775764592E+01,-1.51991874693E+01,-2.79038703355E-01
1.33695374481E+07,-2.92435952210E-01,-1.50119134587E+01,-1.50302694409E+01,-2.87308003400E-01
1.36209656284E+07,-2.99267455187E-01,-1.48475036364E+01,-1.48648003146E+01,-2.93247838869E-01
1.38771221795E+07,-3.08855217487E-01,-1.46832210495E+01,-1.47005532690E+01,-3.01045232029E-01
1.41380960233E+07,-3.16535890641E-01,-1.45202710054E+01,-1.45357098947E+01,-3.08301912050E-01
1.44039777541E+07,-3.27114986174E-01,-1.43552318471E+01,-1.43713328472E+01,-3.19207059425E-01
1.46748596698E+07,-3.36724777305E-01,-1.41891469685E+01,-1.42113691095E+01,-3.26674201981E-01
1.49508358042E+07,-3.48823118031E-01,-1.40240308595E+01,-1.40474086790E+01,-3.34856060858E-01
1.52320019594E+07,-3.61690216304E-01,-1.38680241233E+01,-1.38832829500E+01,-3.46420927006E-01
1.55184557392E+07,-3.73787370287E-01,-1.37017132206E+01,-1.37197028673E+01,-3.55619363751E-01
1.58102965828E+07,-3.89166919575E-01,-1.35363340402E+01,-1.35557269651E+01,-3.64629484488E-01
1.61076257998E+07,-4.08817034116E-01,-1.33754845743E+01,-1.33959579753E+01,-3.78613923334E-01
1.64105466046E+07,-4.26192580720E-01,-1.32129186804E+01,-1.32335148120E+01,-3.89069151276E-01
1.67191641531E+07,-4.45563577977E-01,-1.30456042331E+01,-1.30672999746E+01,-4.00697080278E-01
1.70335855784E+07,-4.68363690059E-01,-1.28834447507E+01,-1.29008730489E+01,-4.15147133918E-01
1.73539200285E+07,-4.88809658942E-01,-1.27084167086E+01,-1.27256992672E+01,-4.29902727174E-01
1.76802787040E+07,-5.07117830721E-01,-1.25228013379E+01,-1.25458807074E+01,-4.44532867796E-01
1.80127748969E+07,-5.22162860124E-01,-1.23382343912E+01,-1.23604015141E+01,-4.59055291820E-01
1.83515240296E+07,-5.29479680409E-01,-1.21545246184E+01,-1.21768144996E+01,-4.74522970994E-01
1.86966436952E+07,-5.37935934314E-01,-1.19806143674E+01,-1.20014468106E+01,-4.88250974995E-01
1.90482536983E+07,-5.50212785840E-01,-1.18143638666E+01,-1.18348808316E+01,-5.03736038148E-01
1.94064760964E+07,-5.66928354484E-01,-1.16499439442E+01,-1.16697743307E+01,-5.21076693309E-01
1.97714352425E+07,-5.83747124815E-01,-1.14839650588E+01,-1.15028729677E+01,-5.37265070966E-01
2.01432578284E+07,-6.04543492448E-01,-1.13187024075E+01,-1.13398602058E+01,-5.54174634706E-01
2.05220729281E+07,-6.30706281928E-01,-1.11506774244E+01,-1.11759936598E+01,-5.75914208887E-01
2.09080120433E+07,-6.53384528032E-01,-1.09831017245E+01,-1.10053815777E+01,-5.95584903483E-01
2.13012091485E+07,-6.80302401711E-01,-1.08143604021E+01,-1.08367913068E+01,-6.16986105778E-01
2.17018007379E+07,-7.17818729402E-01,-1.06431821186E+01,-1.06774807927E+01,-6.40678931350E-01
2.21099258724E+07,-7.42590227704E-01,-1.04673837052E+01,-1.04974909029E+01,-6.64708942097E-01
2.25257262283E+07,-7.68482799911E-01,-1.02945674975E+01,-1.03238652703E+01,-6.89259296010E-01
2.29493461463E+07,-7.93914333358E-01,-1.01230551316E+01,-1.01469995963E+01,-7.16178794161E-01
2.33809326812E+07,-8.21467565773E-01,-9.95218960805E+00,-9.97365040990E+00,-7.42985530543E-01
2.38206356539E+07,-8.49600985328E-01,-9.77969972775E+00,-9.79712616517E+00,-7.72361928779E-01
2.42686077023E+07,-8.78213095934E-01,-9.60530390213E+00,-9.62481456983E+00,-7.99901179102E-01
2.47250043351E+07,-9.09181866786E-01,-9.43340754163E+00,-9.45484151210E+00,-8.31172842227E-01
2.51899839856E+07,-9.43559604276E-01,-9.26600687348E+00,-9.28722013274E+00,-8.63941505216E-01
2.56637080662E+07,-9.86420888665E-01,-9.10902089892E+00,-9.12711371799E+00,-8.97756876141E-01
2.61463410253E+07,-1.03769824859E+00,-8.95265257145E+00,-8.97182744662E+00,-9.31855075223E-01
2.66380504035E+07,-1.10535018760E+00,-8.79890741652E+00,-8.81834335847E+00,-9.71114661748E-01
2.71390068926E+07,-1.18213561150E+00,-8.62892423430E+00,-8.64749064303E+00,-1.01724551430E+00
2.76493843942E+07,-1.24828379746E+00,-8.43592594101E+00,-8.45455036287E+00,-1.06566838409E+00
2.81693600801E+07,-1.28775077105E+00,-8.22581300428E+00,-8.24497088333E+00,-1.11517792537E+00
2.86991144545E+07,-1.31644146810E+00,-8.03072906700E+00,-8.05379675006E+00,-1.16066356880E+00
2.92388314157E+07,-1.35711237036E+00,-7.85701910586E+00,-7.87791146167E+00,-1.20799167320E+00
2.97886983207E+07,-1.42034559496E+00,-7.69156088590E+00,-7.71906025431E+00,-1.25775348535E+00
3.03489060499E+07,-1.51117019417E+00,-7.53257971729E+00,-7.57525084635E+00,-1.31329159330E+00
3.09196490732E+07,-1.60348342938E+00,-7.37414716298E+00,-7.41128679875E+00,-1.37379164348E+00
3.15011255179E+07,-1.70001282304E+00,-7.20784637633E+00,-7.22979898315E+00,-1.44147115697E+00
3.20935372374E+07,-1.78384339365E+00,-7.02485833427E+00,-7.04190147651E+00,-1.51550353063E+00
3.26970898808E+07,-1.86594581868E+00,-6.82033246328E+00,-6.85040781492E+00,-1.59531088988E+00
3.33119929650E+07,-1.94125183567E+00,-6.64336716506E+00,-6.66205590774E+00,-1.66919694294E+00
3.39384599469E+07,-2.04433659046E+00,-6.47421321701E+00,-6.49683854333E+00,-1.74689337269E+00
3.45767082978E+07,-2.17440304780E+00,-6.32322375894E+00,-6.34667743501E+00,-1.82985114829E+00
3.52269595786E+07,-2.36110075047E+00,-6.18403096385E+00,-6.20023263696E+00,-1.92551547619E+00
3.58894395170E+07,-2.53519053363E+00,-5.99000136406E+00,-5.99204271216E+00,-2.04701033752E+00
3.65643780859E+07,-2.57458657556E+00,-5.70842679819E+00,-5.72005207659E+00,-2.17744524434E+00
3.72520095827E+07,-2.59086507543E+00,-5.47390651764E+00,-5.49257780359E+00,-2.28865853072E+00
3.79525727113E+07,-2.65763034974E+00,-5.28771071784E+00,-5.30676526544E+00,-2.40018727691E+00
3.86663106647E+07,-2.77125371727E+00,-5.12417875276E+00,-5.14197260145E+00,-2.51775530974E+00
3.93934712093E+07,-2.91850314553E+00,-4.96326063634E+00,-4.97912110967E+00,-2.64840470725E+00
4.01343067708E+07,-3.07587373280E+00,-4.80065972840E+00,-4.81634182385E+00,-2.79093034759E+00
4.08890745225E+07,-3.23611971881E+00,-4.63061518272E+00,-4.64794448504E+00,-2.94547410997E+00
4.16580364737E+07,-3.39524538139E+00,-4.46025307957E+00,-4.47717512716E+00,-3.11190942409E+00
4.24414595613E+07,-3.56617651615E+00,-4.29431529933E+00,-4.31052956474E+00,-3.28787609978E+00
4.32396157421E+07,-3.75802610813E+00,-4.13219063060E+00,-4.15186473977E+00,-3.47546157385E+00
4.40527820874E+07,-3.96369010880E+00,-3.97857972690E+00,-3.99812602541E+00,-3.67381847573E+00
4.48812408790E+07,-4.19489832042E+00,-3.83054514530E+00,-3.84917102382E+00,-3.88536060260E+00
4.57252797075E+07,-4.45036313476E+00,-3.68871542257E+00,-3.70719989208E+00,-4.11217796080E+00
4.65851915719E+07,-4.73223881695E+00,-3.55214416210E+00,-3.57053535458E+00,-4.35442053956E+00
4.74612749811E+07,-5.03897948874E+00,-3.42212485595E+00,-3.44118672566E+00,-4.61479547656E+00
4.83538340582E+07,-5.37167746487E+00,-3.29698497591E+00,-3.31601932773E+00,-4.89906385257E+00
4.92631786452E+07,-5.73575070254E+00,-3.17996688571E+00,-3.19865435319E+00,-5.19813252052E+00
5.01896244114E+07,-6.13304647445E+00,-3.06767129404E+00,-3.08885220753E+00,-5.51994839145E+00
5.11334929623E+07,-6.56281730749E+00,-2.96651527385E+00,-2.98631156958E+00,-5.86486012861E+00
5.20951119517E+07,-7.03079005031E+00,-2.87857763961E+00,-2.89473073148E+00,-6.22160839779E+00
5.30748151953E+07,-7.55365044888E+00,-2.80301960915E+00,-2.82000838527E+00,-6.59543749164E+00
5.40729427863E+07,-8.13479131471E+00,-2.73991028202E+00,-2.75712438305E+00,-6.98895075872E+00
5.50898412140E+07,-8.77346324642E+00,-2.69155388962E+00,-2.70889049790E+00,-7.40563551513E+00
5.61258634837E+07,-9.44294894870E+00,-2.64570191344E+00,-2.66012595880E+00,-7.84787280827E+00
5.71813692393E+07,-1.01885916421E+01,-2.61839687769E+00,-2.62857815092E+00,-8.30267116303E+00
5.82567248881E+07,-1.09658847387E+01,-2.58366338256E+00,-2.59852047209E+00,-8.81516325155E+00
5.93523037283E+07,-1.17403533041E+01,-2.54816680527E+00,-2.57332984893E+00,-9.30231875224E+00
6.04684860782E+07,-1.25689693373E+01,-2.55034391329E+00,-2.57036590267E+00,-9.76604511689E+00
6.16056594083E+07,-1.34051198328E+01,-2.57403832591E+00,-2.59279671027E+00,-1.02117163562E+01
6.27642184762E+07,-1.40925451653E+01,-2.60906942101E+00,-2.62580471198E+00,-1.06654197979E+01
6.39445654630E+07,-1.44437327144E+01,-2.62242490589E+00,-2.63723180722E+00,-1.09324121132E+01
6.51471101134E+07,-1.48979182544E+01,-2.71054627044E+00,-2.72565203155E+00,-1.09133517144E+01
6.63722698778E+07,-1.53917403865E+01,-3.00572881750E+00,-3.02005746721E+00,-1.11538121600E+01
6.76204700572E+07,-1.37475433126E+01,-3.04695070632E+00,-3.05793414980E+00,-1.14906193530E+01
6.88921439506E+07,-1.29607573883E+01,-3.04116541399E+00,-3.05640713003E+00,-1.07681182181E+01
7.01877330060E+07,-1.24187063346E+01,-3.19260187070E+00,-3.21043557311E+00,-1.01810310151E+01
7.15076869730E+07,-1.18519074468E+01,-3.39477843583E+00,-3.41378132551E+00,-9.64962338944E+00
7.28524640594E+07,-1.13316453498E+01,-3.62116721094E+00,-3.63701733667E+00,-9.15888859820E+00
7.42225310900E+07,-1.09211973988E+01,-3.85845271997E+00,-3.87776628167E+00,-8.76343550030E+00
7.56183636687E+07,-1.05834035973E+01,-4.05421358099E+00,-4.07363183557E+00,-8.45568511994E+00
7.70404463437E+07,-1.03967061946E+01,-4.16447000150E+00,-4.17642273499E+00,-8.21737343088E+00
7.84892727755E+07,-1.04361443592E+01,-4.19637585230E+00,-4.20781044044E+00,-8.09487587570E+00
7.99653459087E+07,-1.06394837516E+01,-4.14122172457E+00,-4.15684453834E+00,-8.07333826793E+00
8.14691781460E+07,-1.10110169044E+01,-4.03175741799E+00,-4.04918756291E+00,-8.13179492567E+00
8.30012915265E+07,-1.14698108995E+01,-3.90940278840E+00,-3.92704665496E+00,-8.27646714435E+00
8.45622179067E+07,-1.19035130220E+01,-3.78586441201E+00,-3.80467886984E+00,-8.46395777636E+00
8.61524991454E+07,-1.22032027305E+01,-3.67150247257E+00,-3.68835722597E+00,-8.62726518792E+00
8.77726872915E+07,-1.23448546082E+01,-3.56769570326E+00,-3.58550993346E+00,-8.74165030986E+00
8.94233447757E+07,-1.23541902944E+01,-3.50479754130E+00,-3.52205300946E+00,-8.82198595573E+00
9.11050446059E+07,-1.22204282474E+01,-3.49569211583E+00,-3.51476942475E+00,-8.89957124218E+00
9.28183705661E+07,-1.18990069318E+01,-3.53616092479E+00,-3.55342379296E+00,-9.01993919644E+00
9.45639174187E+07,-1.14302362169E+01,-3.59940864605E+00,-3.61596529218E+00,-9.13702479550E+00
9.63422911115E+07,-1.09490330809E+01,-3.65479958372E+00,-3.67027715456E+00,-9.15244514850E+00
9.81541089876E+07,-1.05502855793E+01,-3.74195315794E+00,-3.75554535050E+00,-9.16475569746E+00
1.00000000000E+08,-1.01434547820E+01,-3.91247456522E+00,-3.92471134731E+00,-9.35329235737E+00
